X,Y,OBJECTID,PORTFOLIO_MANAGER_ID,STREET_ADDRESS,PROPERTY_NAME,PHILADELPHIA_BUILDING_ID,POSTAL_CODE,NUM_OF_BUILDINGS,YEAR_BUILT,PRIMARY_PROP_TYPE_EPA_CALC,TOTAL_FLOOR_AREA_BLD_PK_FT2,ELECTRICITY_USE_KBTU,NATURAL_GAS_USE_KBTU,FUEL_OIL_02_USE_KBTU,STEAM_USE_KBTU,ENERGY_STAR_SCORE,SITE_EUI_KBTUFT2,SOURCE_EUI_KBTUFT2,WATER_USE_ALL_KGAL,WATER_SCORE,TOTAL_GHG_EMISSIONS_MTCO2E,NOTES,X_COORD,Y_COORD
-75.19940387,39.95568948,12,1489392,3819 Chestnut Street,St. Leonard's Court,773080200,19104,1,1985,Office,52306,2542773.6,1423816.3,,,53,75.8,164.7,1125.7,,319,,-75.19940387,39.95568948
-75.15181108,39.94818769,13,1516994,170 S Independence W ML,Curtis Center,883002510,19106,1,1910,Office,1102992,36015809.6,22568340.3,,,65,62.2,132.2,12635.6,,4645.8,,-75.15181108,39.94818769
-75.1461528999999,39.9243910000001,14,1547807,1 MIFFLIN ST,PHILADELPHIA SE (1443),882055480,19148,1,2002,Retail Store,268266,6370159.6,3332900,,,71,71.9,158,2350,,786.7,,-75.1461529,39.924391
-75.00957268,40.10194148,15,1548013,11000 ROOSEVELT BLVD STE 3,PHILADELPHIA NE (1809),882070800,19116,1,2003,Retail Store,446882,6339386.8,3249399.8,,,80,65.5,144.6,902,,779.3,,-75.00957268,40.10194148
-75.0893511799999,39.9907764700001,16,1548255,2701 CASTOR AVE,PHILA-BRIDESBURG (2075),882070900,19134,1,2005,Retail Store,367782,6562784.1,2165400,,,80,63.7,150.8,3983,,743.1,,-75.08935118,39.99077647
-75.2123169,40.0060839700001,17,1548288,4000 MONUMENT RD,PHILADELPHIA WEST (2124),882150610,19131,1,2007,Retail Store,449031,7742268.1,3316399.7,,,76,69,157,2577,,917.2,,-75.2123169,40.00608397
-75.18590139,40.02236658,18,1567464,3000 West School House Lane,William Penn Charter School,775533000,19144,6,1925,K-12 School,408325,9458558.7,13420614.4,,,67,74.2,131.6,1825.7,,1618.1,,-75.18590139,40.02236658
-75.2032068999999,39.95351107,19,1585726,220 S. 40th Street,Hamilton Village,882937900,19104,1,1974,Mixed Use Property,82452,5502358.4,134892.6,,,,68.4,188.6,2690.7,,533.8,,-75.2032069,39.95351107
-75.1673734,39.9541894700001,20,1637817,1617 John F. Kennedy Blvd,One Penn Center,883339500,19103,1,1929,Office,710000,21380591.7,3786267.9,,,91,35.4,89.9,6384.8,,2247.4,,-75.1673734,39.95418947
-75.16726787,39.9535642600001,21,1650661,1600 JFK Blvd,Four Penn Center,883056000,19103,1,1964,Office,543134,20070124.4,,,13342710.9,70,61.5,133,1717.8,,885.9,,-75.16726787,39.95356426
-75.1661523,39.9521720000001,22,1750694,1500 MARKET ST,Centre Square - 1500 Market Street,883320000,19102,1,1974,Office,2260778,75906491,,,46368341.1,72,59.5,130.6,14988,,10343.8,,-75.1661523,39.952172
-75.16942011,39.95362999,23,1750728,1735 MARKET ST OFC,"1735 MARKET STREET - OFFICE, Site # 602850",883053525,19103,1,1990,Office,1571144,69844083.6,71800,,,67,46.8,130.7,10418.1,,6498.4,,-75.16942011,39.95362999
-75.16738857,39.95247557,24,1750750,1600 MARKET ST,"1600 MARKET STREET, Site #602760",883031500,19103,1,1983,Office,921746,26246059.4,13019269.9,,,81,43,95.5,6908.5,,3203.5,,-75.16738857,39.95247557
-75.16861605,39.95478702,25,1767519,1701 JFK Blvd,pen03066 1701 JFK Blvd,883056605,19103,1,2008,Office,1538959,76222578.7,1019814.4,,17609043.9,78,61.6,153.1,17785.7,,8518.7,,-75.16861605,39.95478702
-75.19587918,39.9526638,26,1782595,3600 Walnut Street,Sansom Common,773566000,19104,1,1997,Hotel,259330,13195869.1,,,39299618.5,1,319.8,431.6,4329.4,,5477,Possible Error,-75.19587918,39.9526638
-75.2033691999999,39.9546271200001,27,1799464,4015 Walnut Street,4015 Walnut Street,773579000,19104,1,1925,Non-Refrigerated Warehouse,63316,1260277.1,1741541.5,,,,47.4,84.6,302.1,,213.1,,-75.2033692,39.95462712
-75.16808522,39.95256027,28,1840857,1650 Market Street,One Liberty Place,883031676,19103,1,1987,Office,1336425,66982405,,,,64,50.3,140.6,3513,,6432.1,,-75.16808522,39.95256027
-75.17503068,39.95563157,29,1973738,2100 Arch Street,Jewish Federation of Greater Philadelphia,772636525,19103,1,1913,Office,120943,3301943.9,,,3011407,89,52.2,106.4,1595,,516,,-75.17503068,39.95563157
-75.2416347,39.90242979,30,1973980,2946 Island Avenue,Shop Rite of Island Avenue,882090000,19153,1,1995,Supermarket/Grocery Store,59502,10944880.5,8127918.6,,,47,320.5,658.5,2563.6,,1479.2,,-75.2416347,39.90242979
-75.2274882299999,40.0439776800001,31,1973983,6901 Ridge Avenue,Shop Rite of Roxborough,882117000,19128,1,1990,Supermarket/Grocery Store,54844,9350968.1,5002472.7,,,61,261.7,573.2,944.1,,1160.7,,-75.22748823,40.04397768
-74.9830918599999,40.1066106800001,32,2215089,2900 Black Lake Place,Elliott-Lewis Corporate HQ,884292573,19154,1,2000,Non-Refrigerated Warehouse,124000,2039541.4,1806372.4,,,43,62,122.7,171.9,,291.2,,-74.98309186,40.10661068
-75.05599512,40.0411107200001,33,2344541,7101 Roosevelt Blvd,3527,882074000,19149,1,1980,Retail Store,70110,602685.4,1161900,,,,25.2,41.5,107,,119.4,,-75.05599512,40.04111072
-75.16097658,39.9516616600001,34,2363717,1234 Market Street,SEPTA Headquarters,883309000,19107,1,1973,Office,801840,67288973.2,,,19685209362,1,27657.2,33423.2,12168.6,,1313508,Possible Error,-75.16097658,39.95166166
-75.1955225999999,39.95520764,35,2528934,3615 Chestnut Street,Ralston House,773685500,19104,1,1887,Office,71686,1147258.4,1131195.6,,,,31.8,61.4,407.4,,169.9,,-75.1955226,39.95520764
-75.1806516299999,39.91526665,36,2704868,1900 Johnston Street,Southern Depot,773628000,19145,1,1924,Other - Public Services,217000,5803061.4,12304338.9,,,,83.4,134.4,2763.1,,1209,,-75.18065163,39.91526665
-75.0741834899999,40.03099101,37,2705460,6000 Penn Street,Comly Depot,884353910,19149,1,1921,Other - Public Services,105000,4772292.7,11162029.6,,,,151.8,238.9,5644.6,,1049.6,,-75.07418349,40.03099101
-75.2366702899999,39.9669825,38,2705476,5900 Callowhill Street,Callowhill Depot,884340559,19151,1,1913,Other - Public Services,213000,6240333,14580204.1,,,,97.7,153.9,4803.5,,1371.7,,-75.23667029,39.9669825
-75.1940924099999,39.9500136200001,39,2848103,3400 Spruce St,Hospital of the University of Pennsylvania,773009000,19104,9,1913,Hospital (General Medical & Surgical),1791804,265399178.6,1788225.6,,352909051.2,3,346.1,652.7,161624.1,,48929,,-75.19409241,39.95001362
-75.19252698,39.9475935,40,2848414,3400 Civic Center Blvd,Center for Advanced Medicine,773740100,19104,3,2005,Hospital (General Medical & Surgical),1951601,236761750.8,,,232243.6,49,155.5,412.5,150765.4,,23724.4,,-75.19252698,39.9475935
-75.1623818799999,39.9464509100001,41,2849421,1224-34 Spruce Street,Spruce Residence Hall,772508050,19107,1,1922,Residence Hall/Dormitory,79412,2781739.8,968655.6,,,,47.2,110.9,4160.6,,317.7,,-75.16238188,39.94645091
-75.16333758,39.94615665,42,2851085,311 South Juniper Street,Juniper Residence Hall,772508070,19107,1,1923,Residence Hall/Dormitory,79233,2810805.9,597405.7,,,76,43,107.2,4917,,300.8,,-75.16333758,39.94615665
-75.16468119,39.94524061,43,2851911,401-11 South Broad Street,Gershman Hall,771637200,19147,1,1923,College/University,75000,2040115.3,2860529.7,,,,65.3,116.2,297.1,,347.2,,-75.16468119,39.94524061
-75.1669913699999,39.945543,44,2858164,1500-02 Pine Street,Pine Residence Hall,772516000,19102,1,1920,Residence Hall/Dormitory,53577,2084782.2,575220.9,,,60,49.6,120.2,2754.3,,230.1,,-75.16699137,39.945543
-75.1645352899999,39.94587927,45,2858208,329-35 South Broad Street,Anderson Hall,771500000,19102,1,1916,College/University,138123,3982796.9,1981402.9,,,,43.2,95.8,195.7,,486.4,,-75.16453529,39.94587927
-75.16521282,39.9476471,46,2858581,250 South Broad Street,Merriam Theater,772505500,19102,1,1918,Performing Arts,77964,1253743.2,1569399.6,,,,36.2,66.2,1439,,203.4,,-75.16521282,39.9476471
-75.19923421,39.95849944,47,2867268,51 North 39th St,Penn Presbyterian Medical Center,774002001,19104,10,1922,Hospital (General Medical & Surgical),1143882,102878112.2,90638594.7,,21361205.9,57,209,397.8,38067.4,,16079.1,,-75.19923421,39.95849944
-75.16529244,39.9433862400001,48,2887841,601 South Broad Street,Arts Bank,771501000,19147,1,1994,College/University,25006,884698.8,90036,,,,39,102.8,214.9,,89.5,,-75.16529244,39.94338624
-75.16395677,39.94902933,49,2917145,201-11 South Broad Street,Terra Hall,772505410,19107,1,1911,College/University,273901,11041924.6,131566.3,,11376485.9,,82.3,163.4,4469.5,,1819.2,,-75.16395677,39.94902933
-75.14776862,39.95011749,50,2990373,400 Market St.,400 Market,883012000,19106,1,1971,Office,201828,7755680.7,4090378.7,,,69,63.6,139.6,698.4,,959.6,,-75.14776862,39.95011749
-75.18263123,39.9539108700001,51,3061663,2970 Market Street,Cira Square (T165) (JV),883063100,19104,1,1934,Office,1481088,48527579.4,17112509.2,,,82,70.4,165.1,7507.6,,5414.9,,-75.18263123,39.95391087
-75.1703731599999,39.9497831,52,3080640,201 S. 18th St.,Rittenhouse Claridge,881027000,19103,1,1951,Multifamily Housing,463430,5476304.4,23059921.9,,,87,65.8,91.2,12088.5,76,1749,,-75.17037316,39.9497831
-75.2211479699999,39.97960771,53,3091418,5070 Parkside Avenue,Philadelphia Business and Technology Center,883371900,19131,1,1930,Office,267805,6363595,6895299.8,,,88,49.5,93.6,1264.3,,975.3,,-75.22114797,39.97960771
-75.1543275499999,39.9465298800001,54,3107955,251 south 8th st,Hall Mercer at PAH,771004000,19106,1,1980,Medical Office,70902,3852468.7,47.1,,3432233.4,60,102.7,210.4,974.2,,596.6,,-75.15432755,39.94652988
-75.1630584599999,40.00952563,55,3111183,2101 W. Venango St,Ray Homes,886650801,19140,1,2011,Multifamily Housing,39155,1003625.8,964824.7,,,,50.3,97.6,2180.9,30,147.3,,-75.16305846,40.00952563
-75.0588669699999,40.0510035900001,56,3114250,7400 BUSTLETON AVE,PHILA-COTTMAN (2418),882131101,19152,1,2009,Retail Store,351832,5880141.9,1910600.1,,,84,56.8,134.8,1794,,664.3,,-75.05886697,40.05100359
-75.1655564599999,39.94597503,57,3117089,320 S. Broad Street/1499 Pine Street,Hamilton/Furness,772508001/772508010,19102,7,1876,Mixed Use Property,116264,3994510.3,4731140,,,,75.1,138.9,2625.1,,633.6,,-75.16555646,39.94597503
-75.17265765,39.9448340000001,58,3117180,1800 Lombard St,Penn Medicine At Rittenhouse,772032010,19146,1,1980,Hospital (General Medical & Surgical),272165,27659582.7,579824.5,,11571732.8,75,146.3,337.9,11143,,3446.4,,-75.17265765,39.944834
-75.15486636,39.9547787700001,59,3120916,900 RACE ST,CO/GLC 16200/900 RACE ST/PHILADELPHIA/PA,771618000,19107,1,1905,Other - Technology/Science,488657,66895057.8,,,4429883.1,,146,394.2,7755,,6696.7,,-75.15486636,39.95477877
-75.17447638,39.95426575,60,16288,2005 Market Street,One Commerce Square,883054371,19103,1,1987,Office,1122542,57271068.3,,,,76,55.8,156.1,12275.9,,5481.4,,-75.17447638,39.95426575
-75.1736769,39.95416413,61,16290,2001 Market Street,Two Commerce Square,883054361,19102,1,1992,Office,1151501.4,47828221.8,,,,84,43.8,122.7,8061.7,,4577.7,,-75.1736769,39.95416413
-75.17106331,39.95370218,62,19331,1835 Market Street,1835 Market Street,883104005,19103,1,1986,Office,751503,29851144.4,,,36292751.1,61,96.3,185.4,10553.7,,5266.8,,-75.17106331,39.95370218
-75.1703646399999,39.95361225,63,26081,1801 Market Street,12589 Ten Penn Center,883054000,19103,1,1981,Office,721408,23092364.8,,,7557645.3,78,42.5,102.2,3571.1,,2712,,-75.17036464,39.95361225
-75.1711507099999,39.9529363,64,29230,1818 Market St Suite 1120,1818 Market St,883033001,19103,1,1973,Office,1196641,38453581.2,,,23344814.4,75,61.8,135.8,8726.1,,5230.5,,-75.17115071,39.9529363
-75.16921654,39.9526964400001,65,1060573,1700 Market Street,1700 Market Street,883032000,19103,1,1968,Office,1099385,39426069.4,,,22081986.5,75,65.8,146.6,7729.4,,5239.7,,-75.16921654,39.95269644
-75.19981474,39.94763469,66,1066282,University and Woodland Avenues,Philadelphia,,19104,20,1966,Hospital (General Medical & Surgical),1762546,122587632.6,163743541.8,,,53,207.1,372.6,51755,,20430.1,,-75.19981474,39.94763469
-75.00036997,40.1162437900001,67,1182097,2000 Kubach Rd.,Nortech Data Center,883033800,19116,1,1990,Mixed Use Property,178190,32830963.5,,,,,264.4,740.2,3724.3,,3142.3,,-75.00036997,40.11624379
-75.1493149,39.9470716100001,68,1211433,436 Walnut Street,CHUBB Philadelphia,883300400,19106,1,1925,Office,350577,12307500.3,4889839.4,,,86,51.1,117.6,1677.1,,1437.7,,-75.1493149,39.94707161
-75.16889212,39.9556027200001,69,1218039,1717 Arch Street,Three Logan Square,883059004,19103,1,1990,Office,1377698,53836719.7,,,16267309.3,81,57.5,139.8,10527.1,,6232.9,,-75.16889212,39.95560272
-75.04489646,40.0603524700001,70,1260373,8200 Roosevelt Blvd,"07725- Philadelphia, PA",882067050,19152,1,2002,Supermarket/Grocery Store,50256,7842475.2,3611299.9,,,74,227.9,512.4,741,,942.4,,-75.04489646,40.06035247
-75.02652417,40.1006243200001,71,1260382,920 Red Lion Road,"07747- Philadelphia, PA",882875620,19115,1,1997,Supermarket/Grocery Store,72048,8710433.4,6724599.4,,,72,214.2,436.5,816,,1190.9,,-75.02652417,40.10062432
-75.06289571,40.0359012700001,72,1260705,6601 Roosevelt Blvd.,"07704- Philadelphia, PA",882129500,19149,1,1980,Supermarket/Grocery Store,52380,8840652.4,4782799.6,,,62,260.1,568.5,855,,1100.2,,-75.06289571,40.03590127
-75.17851324,39.95476746,73,1269439,2301 Market Street,PECO MAIN OFFICE BUILDING,883054500,19103,1,1971,Office,897201,62996677.2,,,3237912.2,44,76.1,207,8.5,,6244.4,,-75.17851324,39.95476746
-75.18930825,39.94340772,74,1273629,830 Schuylkill Avenue,PECO Christian Street Service Center,772607000,19146,1,1951,Office,70644,4844695.4,,,,30,68.6,192,0.3,,463.7,,-75.18930825,39.94340772
-75.15991035,39.92596417,75,3330841,1835 S 9TH ST,Southwark,781609000,19148,1,1909,K-12 School,138000,741982,4544432.2,,,92,38.3,49.6,719.3,,310.3,,-75.15991035,39.92596417
-75.15540759,39.91703756,76,3330842,400 W PORTER ST,Taggart,781490600,19148,1,1916,K-12 School,66000,643176.3,81274.2,2912904,,78,55.1,73.2,680.3,,280.2,,-75.15540759,39.91703756
-75.15293638,39.9339194500001,77,3330844,1198 S 5TH ST,Washington ES,781486600,19147,1,1937,K-12 School,68000,834488.5,3220898.8,,,50,59.6,84.1,667.9,,248.6,,-75.15293638,39.93391945
-75.2381829999999,39.98104644,78,3330846,5898 LANCASTER AVE,Overbrook HS,783258200,19131,1,1926,K-12 School,323316,1314330,647976.1,13467335.9,,94,47.7,55.6,637.1,,1155.9,,-75.238183,39.98104644
-75.17531458,39.9938949,79,3330849,2601 W CUMBERLAND ST,Fitzsimon,784081400,19132,1,1927,K-12 School,133000,,,,,100,,0,480.3,,0,Possible Error,-75.17531458,39.9938949
-75.18402465,39.9907437200001,80,3330851,3133 RIDGE AVE,Strawberry Mansion & Hill,784374200,19132,1,1964,K-12 School,320920,3215333.3,1944271,,,99,16.1,34.4,7101.3,,401.8,,-75.18402465,39.99074372
-75.17820048,40.00239888,81,3330852,2900 W CLEARFIELD ST,Rhodes EW,784063000,19132,1,1972,K-12 School,180000,3805229.6,4953099.4,,,41,48.7,88.1,6792.1,,616.4,,-75.17820048,40.00239888
-75.23296432,39.9650366000001,82,3330853,5630 VINE ST,Daroff,783541800,19139,1,1972,K-12 School,85080,2115008.7,2357978.9,,,60,52.6,98.7,944.8,,321.6,,-75.23296432,39.9650366
-75.25077444,39.97551874,83,3330855,6523 LANDSDOWNE AVE,Cassidy,783262200,19151,1,1924,K-12 School,59123,542251.1,102816.4,9268358.1,,2,167.7,185.8,243.5,,743.6,,-75.25077444,39.97551874
-75.2292838499999,39.97777919,84,3330857,1621 N 54TH ST,Heston,783257800,19131,1,1971,K-12 School,81640,1740396.4,3322655.8,,,51,62,102.4,465.9,,338.1,,-75.22928385,39.97777919
-75.1541418199999,40.00554928,85,3330858,1500 W ONTARIO ST,Kenderton,785657200,19140,1,1962,K-12 School,91008,827417.2,196149.5,3981465.8,,73,55,71.9,403.6,,382.7,,-75.15414182,40.00554928
-75.16817157,39.99842611,86,3330861,2300 W CAMBRIA ST,Peirce TM,785735000,19132,1,1909,K-12 School,62000,317283.9,135325.2,,,100,7.3,16.6,34.2,,36.6,,-75.16817157,39.99842611
-75.16974028,39.9890274,87,3330862,2200 N 22ND ST,Pratt,785727200,19132,1,1952,K-12 School,59000,822773.8,63716.3,3456761.9,,44,73.6,99.4,202.4,,336.3,,-75.16974028,39.9890274
-75.15884175,39.9858377,88,3330865,1501 W DIAMOND ST,Duckrey,784093000,19121,1,1968,K-12 School,101115,2659167.4,898660.2,7573164.1,,16,110.1,158.6,481.9,,856.6,,-75.15884175,39.9858377
-75.17773468,39.9898803400001,89,3330866,2700 W DAUPHIN ST,Wright,784615800,19132,1,1905,K-12 School,82000,1068125.2,1922427.2,,,88,36.5,61.1,194.7,,201.3,,-75.17773468,39.98988034
-75.25446441,39.97412589,90,3330867,6722 LANSDOWNE AVE,Overbrook Education Center,783262225,19151,1,1915,K-12 School,55128,1867714.8,1689876,,,35,64.5,127,88.1,,263.2,,-75.25446441,39.97412589
-75.1696603999999,39.9840844400001,91,3330868,2118 W NORRIS ST,Douglas F,784321800,19121,1,1940,K-12 School,109651,1582845.2,5958472.7,,,32,68.8,97.5,419.4,,463.5,,-75.1696604,39.98408444
-75.18076615,39.9844258900001,92,3330869,2817 W GLENWOOD AVE,Gideon,784168800,19121,1,1952,K-12 School,67000,358605.3,423592.6,2047230.2,,89,42.2,52.5,600.2,,207.7,,-75.18076615,39.98442589
-75.1800655499999,39.98081603,93,3330870,1601 N. 28TH ST,Kelley William,784611000,19121,1,1966,K-12 School,72000,738098.5,2476628,,,75,44.6,64.8,454.7,,200.1,,-75.18006555,39.98081603
-75.16486868,39.9787215000001,94,3330871,1600 NORTH 18TH ST,Meade,782405200,19121,1,1937,K-12 School,94000,739644.8,4927462.4,,,72,60.3,77.1,940.2,,330.4,,-75.16486868,39.9787215
-75.11286183,39.98627852,95,3330873,2950 MEMPHIS ST,Jones,786324800,19134,1,1924,K-12 School,118000,1411376.5,493016.7,2649738,,86,38.6,60.6,895.5,,353.9,,-75.11286183,39.98627852
-75.12714734,39.9727333800001,96,3330875,600 E THOMPSON ST,Penn Treaty,781401800,19125,1,1928,K-12 School,144000,816193.4,8327178.8,,,62,63.5,76.6,361.5,,518.1,,-75.12714734,39.97273338
-75.12561047,39.9989330500001,97,3330876,3200 B ST,Stetson,786010400,19134,1,1917,K-12 School,140000,3799374.6,1521.1,4238255.8,,36,57.4,106.6,1144.2,,667.4,,-75.12561047,39.99893305
-75.15987617,39.96298227,98,3330877,540 N 13TH ST,Stoddart-Fleisher,781646000,19123,1,1926,K-12 School,108393,1173755.3,769660.7,10370837.6,,12,113.6,134.4,431.8,,919.5,,-75.15987617,39.96298227
-75.13862743,39.99275163,99,3330879,401 W LEHIGH AV,deBurgos,786272100,19133,1,2002,K-12 School,131500,2958699.4,2201832.1,,,75,39.2,80.6,837.4,,391.7,,-75.13862743,39.99275163
-75.11456473,39.9944112600001,100,3330880,1849 E CLEARFIELD AVE,Conwell,786072800,19134,1,1926,K-12 School,55600,509873.2,222376.2,3606312.6,,44,78,95.4,292.3,,326.8,,-75.11456473,39.99441126
-75.15425126,39.9792415900001,101,3330883,1720-58 N 12 TH ST,Dunbar,781641600,19122,1,1932,K-12 School,53200,683588.1,110006.2,3227130.2,,36,75.6,99.4,1120.9,,308.8,,-75.15425126,39.97924159
-75.15459731,39.9853743300001,102,3330885,2118-60 N 13TH ST,Elverson Military,781654210,19122,1,1930,K-12 School,74557,638601.5,3503688.9,,,81,55.6,73.3,2798.7,,245.4,,-75.15459731,39.98537433
-75.1462771399999,39.9824670400001,103,3330887,2000 N 7TH ST,Ferguson,781551800,19122,1,1922,K-12 School,99864,757731.2,230648.8,3028410.1,,91,40.2,54.3,347.4,,307.3,,-75.14627714,39.98246704
-75.12650209,39.98115915,104,3330888,2161 E YORK ST,Hackett,786594000,19125,1,1969,K-12 School,108550,1649516,3295349.5,,,77,45.6,74.4,394.3,,328.2,,-75.12650209,39.98115915
-75.14635543,39.98909861,105,3330890,720 WEST CUMBERLAND ST,Hartranft,785137405,19133,1,1968,K-12 School,85000,1556894.2,2911549,,,66,52.6,87.3,,,299.2,Missing Water,-75.14635543,39.98909861
-75.14578727,39.9724011600001,106,3330891,500 W MASTER ST,Ludlow,781497200,19122,1,1927,K-12 School,70230,379988.3,3723370.5,,,69,58.4,70.8,184.1,,233,,-75.14578727,39.97240116
-75.14110934,39.98350492,107,3330892,2101 ORKNEY ST,McKinley,786525600,19122,1,1970,K-12 School,74314,1873525.1,88378.3,,,82,26.4,71.8,163.1,,178.7,,-75.14110934,39.98350492
-75.14035167,39.99757735,108,3330894,3001 N 6TH ST,Potter-Thomas,786687200,19133,1,1969,K-12 School,79933,1108818.5,3724417.2,,,68,60.5,87.8,2823.8,,300.8,,-75.14035167,39.99757735
-75.13920059,39.9866829100001,109,3330897,2331 N 4TH ST,Welsh,786646000,19133,1,1966,K-12 School,71000,1486648.3,2556332.6,,,29,56.9,96.4,155.3,,273.8,,-75.13920059,39.98668291
-75.12996909,40.00256883,110,3330902,3449 N MASHER ST,Cramp,786211400,19140,1,1970,K-12 School,80088,4379800.2,224631,,,10,57.5,156.1,356.4,,418.6,,-75.12996909,40.00256883
-75.14811231,39.9641386700001,111,3330903,601 FAIRMOUNT AVE,Kearny,781088800,19123,1,1922,K-12 School,49000,1078180.4,4227060.9,,,4,108.3,152.2,334.8,,324.6,,-75.14811231,39.96413867
-75.13462885,40.0301784000001,112,3330905,5118-50 N 6TH ST,Marshall T,786687225,19120,1,1997,K-12 School,114000,5901272.4,4062816,,,6,87.4,182.4,2736.7,,763.7,,-75.13462885,40.0301784
-75.11425969,39.99949194,113,3330906,800 E ONTARIO ST,Sheridan,786350400,19134,1,1900,K-12 School,64767,517192.7,4682363.8,,,31,80.3,98.3,904.3,,296.7,,-75.11425969,39.99949194
-75.10519672,39.9962424400001,114,3330908,3400 FRANKFORD AVE,Webster,786146001,19134,1,1968,K-12 School,92275,2523224.8,144622.8,2625035.9,,49,57.4,106.9,582.6,,436.8,,-75.10519672,39.99624244
-75.1355982699999,40.0019738,115,3330910,3300 N 3RD ST,Munoz Marin,193077311,19140,1,1997,K-12 School,119250,3513739,3973767.5,,,37,62.8,117.5,222.5,,537.3,,-75.13559827,40.0019738
-75.13224874,39.9871296800001,116,3330911,2400-54 N FRONT ST,Hunter,786154910,19133,1,2004,K-12 School,98500,3338174.6,3458491.1,,,29,69,131.8,4135.8,,493.7,,-75.13224874,39.98712968
-75.15073281,40.03732696,117,3330912,1700 W OLNEY AVE,Central HS,785373600,19141,1,1939,K-12 School,212097,3258567.5,13049185.3,,,46,76.9,107.6,1518.5,,995.7,,-75.15073281,40.03732696
-75.22301914,40.03730922,118,3330913,6498 RIDGE AVE,Roxborough HS,784378200,19128,1,1924,K-12 School,240000,2558983.6,13907267.2,,,72,68.6,90.7,2560.3,,976.3,,-75.22301914,40.03730922
-75.16179034,40.0557713800001,119,3330914,6100 STENTON AVE,King HS,784421900,19138,1,1972,K-12 School,370000,11373165,14660311,,,46,70.4,127.7,565.6,,1834.7,,-75.16179034,40.05577138
-75.1788959099999,40.00879841,120,3330915,3101 HENRY AVE,Randolph CTE,784188400,19129,1,1975,K-12 School,121579,3913123.9,10041543.5,,,11,114.8,176.8,1953.9,,896.7,,-75.17889591,40.00879841
-75.17030486,40.07328611,121,3330920,8025 THOURON AVE,Edmonds FS,784479400,19150,1,1949,K-12 School,80500,843503.7,487023.7,,,97,16.5,35.7,338.7,,104.2,,-75.17030486,40.07328611
